"id","accession","organism","geographic_location","source_type","isolation_notes","collection_year","isolation_source","host","public_accession","project_accession","project_name","collected_by","sequenced_by","strain","attribute_package","isolate_name_alias","ifsac_category","serotype2","host_disease","collection_date","source_type_full"
108," SAMN16136487","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060131","environmental/food/other","WA0431515-009-1249","environmental-water",NA,NA,"2020-07-30","environmental"
109," SAMN16136486","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060122","environmental/food/other","WA0435058-010-1258","environmental-water",NA,NA,"2020-08-11","environmental"
110," SAMN16136485","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060129","environmental/food/other","WA0435058-007-1255","environmental-water",NA,NA,"2020-08-11","environmental"
111," SAMN16136484","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060144","environmental/food/other","WA0420731-001-1242","environmental-water",NA,NA,"2020-07-05","environmental"
112," SAMN16136483","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060118","environmental/food/other","WA0435058-007-1254","environmental-water",NA,NA,"2020-08-11","environmental"
113," SAMN16136482","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060134","environmental/food/other","WA0435058-008-1256","environmental-water",NA,NA,"2020-08-11","environmental"
114," SAMN16136481","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060125","environmental/food/other","WA0435058-005-1252","environmental-water",NA,NA,"2020-08-11","environmental"
115," SAMN16136480","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060135","environmental/food/other","WA0435058-005-1253","environmental-water",NA,NA,"2020-08-11","environmental"
116," SAMN16136479","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060141","environmental/food/other","WA0435415-005-1260","environmental-water",NA,NA,"2020-08-12","environmental"
117," SAMN16136478","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060142","environmental/food/other","WA0435058-003-1251","environmental-water",NA,NA,"2020-08-11","environmental"
118," SAMN16136477","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060143","environmental/food/other","WA0435058-010-1259","environmental-water",NA,NA,"2020-08-11","environmental"
119," SAMN16136476","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060121","environmental/food/other","WA0420732-003-1245","environmental-water",NA,NA,"2020-07-05","environmental"
120," SAMN16136475","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060128","environmental/food/other","440685-001","environmental-water",NA,NA,"2020-08-24","environmental"
121," SAMN16136474","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060140","environmental/food/other","WA0425396-002-1246","environmental-water",NA,NA,"2020-07-21","environmental"
122," SAMN16136473","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060132","environmental/food/other","AN0118 CRC-1772","veterinary clinical/research",NA,NA,"2019-10-26","animal"
123," SAMN16136472","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060126","environmental/food/other","WA0425396-002-1247","environmental-water",NA,NA,"2020-07-21","environmental"
124," SAMN16136471","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060120","environmental/food/other","AN0101 MAST2019-008","veterinary clinical/research",NA,NA,"2019-10-04","animal"
125," SAMN16136470","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060137","environmental/food/other","AN0097 2019-SJ058","veterinary clinical/research",NA,NA,"2019-09-19","animal"
126," SAMN16136469","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060139","environmental/food/other","WA0431515-009-1248","environmental-water",NA,NA,"2020-07-30","environmental"
127," SAMN16136468","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060136","environmental/food/other","440685-007","environmental-water",NA,NA,"2020-08-24","environmental"
128," SAMN16136467","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060124","environmental/food/other","WA0435058-003-1250","environmental-water",NA,NA,"2020-08-11","environmental"
129," SAMN16136466","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060130","environmental/food/other","WA0435415-007-1263","environmental-water",NA,NA,"2020-08-12","environmental"
130," SAMN16136465","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060133","environmental/food/other","WA0435415-005-1261","environmental-water",NA,NA,"2020-08-12","environmental"
131," SAMN16136464","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE060119","environmental/food/other","WA0435415-007-1262","environmental-water",NA,NA,"2020-08-12","environmental"
132," SAMN16090661","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059626","environmental/food/other","WA0419530-012-1239","environmental-water",NA,NA,"2020-07-14","environmental"
133," SAMN16090660","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059623","environmental/food/other","WA0419530-012-1238","environmental-water",NA,NA,"2020-07-14","environmental"
134," SAMN16090659","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059624","environmental/food/other","WA0419552-002-1236","environmental-water",NA,NA,"2020-07-14","environmental"
135," SAMN16090658","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059627","environmental/food/other","WA0419552-002-1237","environmental-water",NA,NA,"2020-07-14","environmental"
136," SAMN16056748","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059289","environmental/food/other","AN0085","veterinary clinical/research",NA,NA,"2019-08-30","animal"
137," SAMN16056747","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059294","environmental/food/other","AN0068","veterinary clinical/research",NA,NA,"2019-04-08","animal"
138," SAMN16056746","Escherichia coli","USA:WA","animal","feces",2018,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059284","environmental/food/other","AN0003","veterinary clinical/research",NA,NA,"2018-12-29","animal"
139," SAMN16056745","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059291","environmental/food/other","AN0118","veterinary clinical/research",NA,NA,"2019-10-26","animal"
140," SAMN16056744","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059285","environmental/food/other","AN0006","veterinary clinical/research",NA,NA,"2019-01-01","animal"
141," SAMN16056743","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059290","environmental/food/other","AN0056","veterinary clinical/research",NA,NA,"2019-07-14","animal"
142," SAMN16056705","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059288","environmental/food/other","AN0110","veterinary clinical/research",NA,NA,"2019-09-27","animal"
143," SAMN16056704","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059287","environmental/food/other","AN0097","veterinary clinical/research",NA,NA,"2019-09-19","animal"
144," SAMN16056703","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059293","environmental/food/other","AN0117","veterinary clinical/research",NA,NA,"2019-10-26","animal"
145," SAMN16056702","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059292","environmental/food/other","AN0009","veterinary clinical/research",NA,NA,"2019-02-22","animal"
146," SAMN16056701","Escherichia coli","USA:WA","animal","feces",2019,"feces",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059286","environmental/food/other","AN0101","veterinary clinical/research",NA,NA,"2019-10-04","animal"
147," SAMN16054538","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059283","environmental/food/other","AN0103","veterinary clinical/research",NA,NA,"2019-10-11","animal"
148," SAMN16054537","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059265","environmental/food/other","AN0106","veterinary clinical/research",NA,NA,"2019-10-15","animal"
149," SAMN16054347","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059264","environmental/food/other","AN0041","veterinary clinical/research",NA,NA,"2019-07-29","animal"
150," SAMN16054346","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059262","environmental/food/other","AN0107","veterinary clinical/research",NA,NA,"2019-10-15","animal"
151," SAMN16054345","Escherichia coli","USA:WA","animal","stool",2019,"stool",NA,NA,NA,"GenomeTrakr-LFFM;FY1","Washington State Department of Health | Public Health Laboratories","Washington State Department of Health | Public Health Laboratories","PNUSAE059267","environmental/food/other","AN0064","veterinary clinical/research",NA,NA,"2019-07-31","animal"
